name,calories,fat,proteins,carbohydrate,Meal Type
Ikan cakalang hati segar,120.0,3.9,11.3,10.0,Lunch/Dinner
Ikan cakalang jantung segar,116.0,1.2,11.2,10.2,Lunch/Dinner
Ikan cakalang perut segar,86.0,1.1,10.2,8.7,Lunch/Dinner
Ikan cakalang segar,107.0,0.7,19.6,5.5,Lunch/Dinner
Ikan calo/ peda mentah,81.0,1.9,11.4,3.8,Lunch/Dinner
Ikan daun segar,101.0,4.1,11.5,4.6,Lunch/Dinner
Ikan Ekor Kuning,109.0,4.0,17.0,0.0,Lunch/Dinner
Ikan Gabus asap mentah,261.0,2.3,38.1,21.9,Lunch/Dinner
Ikan Gabus kering,292.0,4.0,58.0,0.0,Lunch/Dinner
Ikan Gabus segar,74.0,1.7,25.2,0.0,Lunch/Dinner
Ikan gete goreng,267.0,19.4,23.1,0.2,Lunch/Dinner
Ikan hitam segar,101.0,3.7,10.3,6.7,Lunch/Dinner
Ikan hiu kering,298.0,3.6,46.3,20.2,Lunch/Dinner
Ikan hiu segar,57.0,0.3,10.7,2.2,Lunch/Dinner
Ikan kacangan segar,77.0,0.9,15.6,1.6,Carbs
Ikan kakap segar,92.0,0.7,20.0,0.0,Lunch/Dinner
Ikan kakatua segar,82.0,1.2,11.4,6.4,Lunch/Dinner
Ikan kapar segar,132.0,6.7,17.0,0.8,Lunch/Dinner
Ikan katombo asin,162.0,2.8,31.7,0.3,Lunch/Dinner
Ikan kawalinya segar,110.0,4.2,12.6,5.4,Lunch/Dinner
Ikan kayu kering,302.0,1.9,70.7,0.4,Lunch/Dinner
Ikan Kembung,103.0,1.0,22.0,0.0,Lunch/Dinner
Ikan kima segar,70.0,0.7,10.8,5.2,Lunch/Dinner
Ikan Lais bakar,147.0,6.5,17.5,5.4,Lunch/Dinner
Ikan Layang,109.0,1.7,22.0,0.0,Lunch/Dinner
Ikan layur segar,82.0,1.0,18.0,0.4,Lunch/Dinner
Ikan lehoma segar,90.0,0.9,20.4,0.0,Lunch/Dinner
Ikan Lele goreng,252.0,19.1,19.9,0.0,Lunch/Dinner
Ikan Lemuru,112.0,3.0,20.0,0.0,Lunch/Dinner
Ikan lidah segar,104.0,3.2,15.6,2.0,Lunch/Dinner
Ikan lomak asin mentah,258.0,2.3,40.3,18.9,Lunch/Dinner
Ikan malalugis segar,99.0,1.4,20.6,0.9,Lunch/Dinner
Ikan Mas,86.0,2.0,16.0,0.0,Lunch/Dinner
Ikan Mas goreng,188.0,12.2,19.3,0.0,Lunch/Dinner
Ikan Mas pepes,209.0,11.3,15.2,11.8,Drink
Ikan mayong segar,97.0,2.0,17.9,0.4,Lunch/Dinner
Ikan Mujair dendeng goreng,598.0,26.9,74.3,9.2,Lunch/Dinner
Ikan Mujair dendeng mentah,582.0,15.2,68.3,37.2,Lunch/Dinner
Ikan Mujair goreng,416.0,23.9,46.9,0.0,Lunch/Dinner
Ikan Mujair pepes,121.0,2.8,21.7,0.8,Drink
Ikan Mujair segar,89.0,1.0,18.7,0.0,Lunch/Dinner
Ikan nasu metti segar,154.0,5.0,16.8,10.5,Lunch/Dinner
Ikan oci kembung segar,125.0,3.4,21.3,2.2,Lunch/Dinner
Ikan Papuyu bakar,152.0,6.1,17.6,6.7,Lunch/Dinner
Ikan papuyu/ betok segar,120.0,4.9,14.3,4.6,Lunch/Dinner
Ikan Patin bakar,144.0,6.3,17.5,4.3,Lunch/Dinner
Ikan Patin segar,132.0,6.6,17.0,1.1,Lunch/Dinner
Ikan peda banjar mentah,156.0,4.0,28.0,2.0,Lunch/Dinner
Ikan Pepetek,176.0,4.4,32.0,0.0,Lunch/Dinner
Ikan Pindang banjar mentah,157.0,4.2,28.0,1.8,Lunch/Dinner
Ikan Pindang benggol mentah,170.0,4.2,31.0,0.0,Lunch/Dinner
Ikan Pindang layang mentah,153.0,2.8,30.0,0.0,Lunch/Dinner
Ikan Pindang selar mentah,142.0,3.0,27.0,0.0,Lunch/Dinner
Ikan sale lais mentah,415.0,17.6,61.3,2.9,Lunch/Dinner
Ikan Sale segar,534.0,39.3,40.2,4.9,Lunch/Dinner
Ikan saluang kering mentah,284.0,9.9,34.1,14.6,Lunch/Dinner
Ikan saluang segar,113.0,4.9,13.9,3.4,Lunch/Dinner
Ikan sanggang masakan,240.0,7.7,21.7,20.7,Lunch/Dinner
Ikan sarden segar,109.0,1.8,19.9,3.4,Lunch/Dinner
Ikan Segar,113.0,4.5,17.0,0.0,Lunch/Dinner
Ikan Selar kering,194.0,3.5,38.0,0.0,Lunch/Dinner
Ikan selar kuning cue mentah,138.0,3.3,27.0,0.0,Lunch/Dinner
Ikan selar segar,100.0,2.2,18.8,0.0,Lunch/Dinner
Ikan Sepat kering,289.0,14.0,38.0,0.0,Lunch/Dinner
Ikan sepat segar,84.0,0.6,15.2,4.7,Lunch/Dinner
Ikan sidat segar,81.0,1.9,11.4,3.8,Lunch/Dinner
Ikan sunu asin mentah,199.0,3.8,34.1,7.1,Lunch/Dinner
Ikan sunu segar,111.0,3.4,13.3,6.7,Lunch/Dinner
Ikan tahuman segar,88.0,0.9,15.9,4.1,Lunch/Dinner
Ikan tarmon segar,96.0,1.1,19.5,2.0,Lunch/Dinner
Ikan telan segar,95.0,0.7,15.8,6.5,Lunch/Dinner
Ikan telur asin mentah,358.0,26.4,20.7,9.4,Lunch/Dinner
Ikan Tembang,204.0,15.0,16.0,0.0,Lunch/Dinner
Ikan tempahas segar,101.0,4.1,15.1,1.0,Lunch/Dinner
Ikan tepung mentah,316.0,6.5,60.1,22.4,Carbs
Ikan terbang segar,98.0,1.7,19.6,1.0,Lunch/Dinner
Ikan Teri bubuk,277.0,2.3,60.0,1.8,Lunch/Dinner
Ikan Teri kering,170.0,3.0,33.4,0.0,Lunch/Dinner
Ikan Teri Kering tawar,331.0,4.2,68.7,0.0,Lunch/Dinner
Ikan Teri Nasi kering,144.0,0.6,32.5,0.0,Carbs
Ikan teri segar,74.0,1.4,10.3,4.1,Lunch/Dinner
Ikan Teri tepung,347.0,6.4,48.8,19.6,Carbs
Ikan titang segar,82.0,0.4,17.4,2.3,Lunch/Dinner
Ikan tongkol segar,100.0,1.5,13.7,8.0,Lunch/Dinner
Ikan turi segar,96.0,2.0,19.2,0.2,Lunch/Dinner
Intip goreng,474.0,21.6,7.6,62.3,ingrideint
Itik alabio daging dendeng mentah,496.0,33.5,30.3,18.4,Lunch/Dinner
Jagung grontol,156.0,1.3,2.7,33.3,Carbs
Jagung Kuning giling,361.0,4.5,8.7,72.4,Carbs
Jagung Kuning muda,129.0,1.3,4.1,30.3,Carbs
Jagung Kuning pipil baru,307.0,3.4,7.9,63.6,Carbs
Jagung kuning pipil kering mentah,366.0,7.3,9.8,69.1,Carbs
Jagung Kuning pipil lama,355.0,3.9,9.2,73.7,Carbs
Jagung kuning pipil rebus,154.0,3.5,3.8,28.4,Carbs
Jagung Kuning segar,140.0,1.3,4.7,33.1,Carbs
Jagung kuning tepung,355.0,3.9,9.2,73.7,Carbs
Jagung muda,35.0,0.1,2.2,7.4,Carbs
Jagung muda kuning mentah,147.0,0.7,5.1,31.5,Carbs
Jagung muda rebus,142.0,0.7,5.0,30.3,Carbs
Jagung pipil var. harapan kering,367.0,5.1,6.2,76.2,Carbs
Jagung pipil var. metro kering,368.0,4.6,5.5,78.0,Carbs
Jagung Putih giling,361.0,4.5,8.7,72.4,Carbs
Jagung Putih muda,129.0,1.3,4.1,30.3,Carbs
Jagung Putih pipil baru,307.0,3.4,7.9,63.6,Carbs
Jagung Putih pipil lama,355.0,3.9,9.2,73.7,Carbs
Jagung Putih segar,140.0,1.3,4.7,33.1,Carbs
Jagung Rebus ,175.0,1.8,1.8,35.0,Carbs
Jagung Sayur (tumis) ,148.9,10.4,10.4,20.1,Carbs
Jagung titi,374.0,2.2,9.4,79.1,Carbs
Jahe,51.0,1.0,1.5,10.1,ingrideint
Jali,289.0,4.0,11.0,61.0,ingrideint
Jam selai,239.0,0.6,0.5,64.5,ingrideint
Jambal goreng,286.0,9.2,48.5,2.3,ingrideint
Jambu Air,46.0,0.0,0.6,11.8,Snack
Jambu Biji,49.0,0.3,0.9,12.2,Snack
Jambu biji putih tidak berbiji,61.0,0.3,0.9,15.4,Snack
Jambu Bol,56.0,0.3,0.6,14.2,Snack
Jambu Monyet buah,64.0,0.6,0.7,15.8,Snack
Jampang huma mentah,350.0,1.4,6.2,78.2,ingrideint
Jamur Coklat (kulat siau),45.0,3.9,2.5,0.0,ingrideint
Jamur encik,296.0,1.1,9.4,62.0,ingrideint
Jamur kuping kering,294.0,0.9,16.0,64.6,ingrideint
Jamur kuping segar,21.0,0.6,3.8,0.9,ingrideint
Jamur merang segar,30.0,0.2,3.5,4.0,ingrideint
Jamur Putih (kulat putih),48.0,4.1,2.8,2.9,ingrideint
Jamur sagu,48.0,3.2,1.9,2.8,Carbs
Jamur tiram segar,30.0,0.1,1.9,5.5,ingrideint
Jangang bintatoeng masakan,107.0,2.2,5.3,16.5,ingrideint
Jantung Pisang segar,31.0,0.3,1.2,7.1,Snack
Japilus,500.0,25.1,1.2,67.3,ingrideint
Jaruk Tigarun,48.0,4.2,2.5,0.0,ingrideint
Jawawut,334.0,3.5,9.7,73.4,ingrideint
Jenang ,381.7,9.5,9.5,65.8,ingrideint
Jengkol segar,192.0,0.3,5.4,40.7,ingrideint
Jeruk Bali,48.0,0.2,0.6,12.4,Snack
Jeruk banjar segar,61.0,0.2,0.8,14.1,Snack
Jeruk Garut,44.0,0.3,0.8,10.9,Snack
Jeruk Kalamansi segar,39.0,0.3,0.3,8.9,Snack
Jeruk Manis,45.0,0.2,0.9,11.2,Snack
Jeruk Nipis,37.0,0.1,0.8,12.3,Snack
Jeruk ragi segar,49.0,0.2,0.7,11.1,Snack
Jotang,32.0,0.3,1.9,7.1,ingrideint
Jukku pallu kaloa masakan,15.0,4.3,15.2,8.8,ingrideint
Kabau segar,130.0,0.3,6.7,25.2,ingrideint
Kaburan ubi segar,133.0,0.2,1.0,32.2,Carbs
Kabuto,250.0,2.5,2.6,35.4,ingrideint
Kacang Andong,356.0,4.1,20.5,61.6,Carbs
Kacang Arab,330.0,1.4,23.8,60.2,Carbs
Kacang atom,533.0,38.1,27.8,28.8,Carbs
Kacang babi kering,341.0,3.2,30.4,51.3,Carbs
Kacang belimbing (kecipir) kering,400.0,16.9,34.4,34.1,Carbs
Kacang Belimbing rebus,204.0,8.8,16.9,17.5,Carbs
Kacang Belimbing tempe,212.0,10.0,17.5,12.9,Carbs
Kacang beracun segar,118.0,1.5,4.4,21.6,Carbs
Kacang Bogor goreng,479.0,23.2,12.7,58.9,Carbs
Kacang bogor kering,370.0,6.0,16.0,65.0,Carbs
Kacang Bogor rebus,161.0,2.8,7.7,27.1,Carbs
Kacang bogor segar,165.0,3.1,7.7,27.4,Carbs
Kacang Endel biji,331.0,1.0,25.0,58.0,Carbs
Kacang ercis segar,129.0,0.7,12.4,18.3,Carbs
kacang galing segar,336.0,1.7,23.1,59.5,Carbs
Kacang goyang,516.0,31.1,14.7,44.4,Carbs
Kacang Gude biji,336.0,1.4,20.7,62.0,Carbs
Kacang gude biji kering,316.0,1.0,20.7,58.0,Carbs
Kacang Gude biji muda,114.0,0.6,7.0,20.8,Carbs
Kacang Gude muda,123.0,0.6,8.4,1.8,Carbs
Kacang gude rebus,147.0,0.5,9.0,27.5,Carbs
Kacang hijau kering,323.0,1.5,22.9,56.8,Carbs
kacang hijau rebus,109.0,0.5,8.7,18.3,Carbs
Kacang hijau var. bakti kering,350.0,1.8,17.1,70.7,Carbs
Kacang hijau var. siwalik kering,339.0,2.1,20.8,64.6,Carbs
Kacang hitam kering,346.0,1.7,16.6,66.1,Carbs
Kacang Ijo,345.0,1.2,22.2,62.9,Carbs
Kacang Kapri Goreng ,445.0,11.0,11.0,65.5,Carbs
Kacang Kapri muda,98.0,0.4,6.7,17.7,Carbs
Kacang Kedelai basah,286.0,15.6,30.2,30.1,Carbs
Kacang kedelai goreng,521.0,37.7,32.2,22.9,Carbs
Kacang kedelai kering,381.0,16.7,40.4,24.9,Carbs
Kacang Kedelai kukus,75.0,2.1,4.1,10.7,Carbs
Kacang kedelai rebus,189.0,8.2,20.2,12.7,Carbs
Kacang kedelai segar,286.0,15.6,30.2,30.1,Carbs
Kacang komak segar,327.0,4.3,16.4,55.8,Carbs
Kacang kuning kering,355.0,2.5,17.0,66.0,Carbs
Kacang lebui /iris kering,346.0,1.5,16.5,66.6,Carbs
Kacang mekah polong segar,22.0,1.0,1.1,3.4,Carbs
Kacang mentega kering,344.0,2.1,16.7,64.6,Carbs
Kacang Merah,336.0,1.7,23.1,59.5,Carbs
Kacang merah /banda kering,350.0,3.0,13.9,66.9,Carbs
Kacang merah kering,314.0,1.1,22.1,56.2,Carbs
Kacang Merah kering rebus,158.0,0.9,10.3,28.2,Carbs
Kacang merah segar,171.0,2.2,11.0,28.0,Carbs
Kacang Merah segar rebus,144.0,1.0,10.0,24.7,Carbs
Kacang merah tua kering,280.0,1.6,16.7,63.2,Carbs
Kacang mete/biji jambu monyet goreng,629.0,56.3,20.4,19.8,Carbs
Kacang mete/biji jambu monyet segar,616.0,48.4,16.3,28.7,Carbs
Kacang negara,480.0,19.1,18.4,58.5,Carbs
Kacang Panjang,44.0,0.3,2.7,7.8,Carbs
Kacang Panjang biji,357.0,1.5,17.3,70.0,Carbs
Kacang Panjang kukus,39.0,0.6,3.0,7.6,Carbs
Kacang Panjang tumis,150.0,12.5,2.5,7.0,Carbs
Kacang ranti polong,37.0,0.2,3.1,7.9,Carbs
Kacang sukro,484.0,26.1,8.8,57.7,Carbs
Kacang Sukro Putih ,488.0,25.6,25.6,59.6,Carbs
Kacang Tanah atom,535.0,38.1,27.8,28.8,Carbs
Kacang tanah goreng,564.0,44.4,25.5,25.5,Carbs
Kacang Tanah kacang sari,561.0,43.8,25.5,26.0,Carbs
Kacang tanah kering,525.0,42.7,27.9,17.4,Carbs
Kacang Tanah Rebus ,385.0,31.0,14.0,13.0,Carbs
Kacang Tanah rebus berkulit,360.0,31.2,13.5,12.8,Carbs
Kacang Tanah rempeyek,513.0,32.5,17.5,44.3,Carbs
Kacang Tanah sangan berselaput,569.0,48.4,28.8,15.8,Carbs
Kacang tanah sangan tanpa selaput,559.0,44.2,26.9,23.6,Carbs
Kacang tanah sari,561.0,43.8,25.5,26.0,Carbs
Kacang Telur ,748.0,20.8,20.8,124.8,Carbs
Kacang tolo / tunggak kering,331.0,1.9,24.4,56.6,Carbs
Kacang tolo rebus,138.0,1.1,10.7,22.6,Carbs
Kacang Tunggak (tolo),342.0,1.4,22.9,61.6,Carbs
Kacang Tunggak rebus,138.0,1.1,10.7,22.6,Carbs
Kacang Tunggak rempeyek,451.0,20.2,11.2,59.7,Carbs
Kacang tunis kering,351.0,1.2,12.2,72.9,Carbs
Kacang uci kering,358.0,2.4,23.4,60.6,Carbs
Kacang urei kering,354.0,1.8,12.8,69.3,Carbs
Kadada katembe,110.0,6.9,4.5,7.1,ingrideint
Kaholeo masakan,413.0,19.8,28.7,29.8,ingrideint
Kakap,92.0,0.7,20.0,0.0,ingrideint
Kalakai,66.0,6.8,2.8,3.4,ingrideint
Kalio jeroan masakan,163.0,9.0,16.5,4.1,ingrideint
Kalio kikil (tunjang) masakan,122.0,5.7,13.8,3.9,ingrideint
Kalio otak masakan,157.0,8.8,8.1,11.4,ingrideint
Kalio telur masakan,193.0,12.4,10.6,9.7,Lunch/Dinner
Kambing daging segar,149.0,9.2,16.6,0.0,Lunch/Dinner
Kambose,164.0,2.4,3.0,32.6,ingrideint
Kangkung,29.0,0.3,3.0,5.4,Lunch/Dinner
Kangkung kukus,30.0,0.7,3.2,4.7,Lunch/Dinner
Kangkung rebus,22.0,0.6,2.5,3.1,Lunch/Dinner
Kangkung tondano,43.0,0.2,1.8,8.4,Lunch/Dinner
Kangkung tumis,52.0,3.6,1.8,3.0,Lunch/Dinner
Kaparende sayur,38.0,2.0,2.4,2.6,Lunch/Dinner
Kapri Muda,42.0,0.2,3.3,9.6,ingrideint
Kapurung,41.0,0.3,2.0,7.8,ingrideint
Kapusa,158.0,3.2,4.4,27.8,ingrideint
Karawila,25.0,0.2,2.3,3.5,ingrideint
Karedok ,146.7,5.9,5.9,19.7,Lunch/Dinner
Karedok sayur,92.0,3.3,2.2,14.1,Lunch/Dinner
Karoket ,292.0,11.2,11.2,2.8,Snack
Katak,73.0,0.3,16.4,0.0,ingrideint
Katul Beras,275.0,14.8,12.6,54.6,Carbs
Katul Jagung,356.0,8.5,9.0,64.5,Carbs
Kawista segar,120.0,2.5,3.5,20.8,ingrideint
Kecap,46.0,1.3,5.7,9.0,ingrideint
Kecimpring singkong goreng,464.0,18.6,1.2,73.0,Carbs
Kecipir biji,405.0,17.0,32.8,36.5,ingrideint
Kecipir buah muda,35.0,0.2,2.9,0.8,Snack
Kecipir muda segar,32.0,0.2,2.9,5.8,ingrideint
Kecombrang segar,34.0,1.0,0.9,6.7,ingrideint
Kedondong segar ,47.0,0.2,0.5,10.4,ingrideint
Keju,326.0,20.3,22.8,13.1,ingrideint
Keju Kacang Tanah,590.0,49.0,27.0,20.9,Carbs
Kelapa hutan kering,623.0,52.1,2.0,36.5,Drink
Kelapa Muda air,17.0,0.1,0.2,3.8,Drink
Kelapa Muda daging,68.0,0.9,1.0,14.0,Drink
Kelapa Setengah Tua daging,180.0,15.0,4.0,10.0,Drink
Kelapa Tua daging,359.0,34.7,3.4,14.0,Drink
Kelepon ,214.0,5.4,5.4,40.2,Snack
Kelewih,111.0,0.3,1.5,27.2,ingrideint
Kelinci daging segar,142.0,7.8,16.9,0.0,Lunch/Dinner
Kemang,48.0,0.2,1.0,11.9,ingrideint
Kembang tahu,380.0,13.8,48.9,23.3,Lunch/Dinner
Kembang Turi,44.0,0.6,1.8,9.6,Snack
Kemiri,636.0,63.0,19.0,8.0,Lunch/Dinner
Kenari,657.0,66.0,15.0,13.0,ingrideint
Kenari banda kering,616.0,56.2,13.9,13.7,ingrideint
Kentang,83.0,0.1,2.0,19.1,Carbs
Kentang Hitam,142.0,0.4,0.9,33.7,Carbs
Keong,64.0,1.0,12.0,2.0,ingrideint
Kepala Susu (Krim),204.0,20.0,2.6,4.0,Drink
Kepiting,151.0,3.8,13.8,14.1,ingrideint
Kerang,59.0,1.1,18.0,3.6,ingrideint
Kerang asap mentah,393.0,13.3,38.9,29.4,ingrideint
Kerang dendeng mentah,357.0,10.0,41.1,25.6,ingrideint
Kerbau daging segar,79.0,0.5,18.7,0.0,Lunch/Dinner
Keremes,475.0,25.5,1.6,64.4,Drink
Keribang ubi segar,137.0,1.1,1.3,29.8,Carbs
Keripik bayam,586.0,40.6,4.9,50.2,Lunch/Dinner
Keripik gadung,446.0,14.5,2.8,76.0,Snack
Keripik kentang,448.0,18.8,2.7,67.1,Carbs
Keripik lampung,485.0,22.2,1.7,69.7,Snack
Keripik oncom,598.0,43.8,8.3,42.6,Snack
Keripik singkong,478.0,20.7,0.9,72.0,Carbs
Keripik singkong berbumbu,481.0,19.7,2.2,73.6,Carbs
Keripik tempe,581.0,40.6,12.1,41.7,Lunch/Dinner
Keripik tempe abadi murni,542.0,42.4,40.3,11.6,Lunch/Dinner
Keripik tempe abadi sedang,510.0,27.9,12.3,52.4,Lunch/Dinner
Keripik tempe abadi telur,529.0,31.7,20.8,40.2,Lunch/Dinner
Keripik ubi,486.0,23.9,0.2,67.6,Carbs
Kerokot segar,26.0,0.4,1.7,3.8,ingrideint
Kerupuk Aci,350.0,0.2,0.5,85.9,Snack
Kerupuk cumi goreng,444.0,14.6,6.9,71.3,Lunch/Dinner
Kerupuk Ikan berpati,342.0,0.4,16.0,65.6,Lunch/Dinner
Kerupuk kemplang  (ikan) mentah,325.0,0.4,1.8,78.5,Lunch/Dinner
Kerupuk kemplang goreng,504.0,28.1,5.6,57.1,Snack
Kerupuk kemplang panggang,356.0,1.1,9.7,76.9,Snack
Kerupuk Kulit kerbau,422.0,4.0,83.0,0.0,Snack
Kerupuk Melinjo mentah,345.0,1.5,12.0,71.5,Snack
Kerupuk Melinjo tebal goreng asin,431.0,16.2,11.1,63.0,Snack
Kerupuk Melinjo tebal goreng manis,439.0,16.4,10.0,65.7,Snack
Kerupuk Melinjo tipis goreng,485.0,24.5,11.5,59.1,Snack
Kerupuk mie kuning goreng,476.0,21.1,0.1,71.3,Carbs
Kerupuk Sayong ,46.7,17.3,17.3,81.3,Snack
Kerupuk Udang ,340.0,30.0,30.0,52.0,Snack
Kerupuk Udang berpati,359.0,68.2,17.2,332.0,Snack
Kerupuk udang goreng,477.0,20.5,4.7,68.5,Snack
Kerupuk urat,588.0,40.9,53.7,1.2,Snack
Kesemek,78.0,0.4,0.8,20.0,Drink
Ketan hitam matang,181.0,1.2,4.0,37.3,Carbs
Ketan putih matang,163.0,0.4,3.0,35.7,Carbs
Ketapang ,340.0,11.0,11.0,54.0,ingrideint
Ketela Pohon Kuning,157.0,0.3,0.8,37.9,Snack
Ketela singkong segar,154.0,0.3,1.0,36.8,Carbs
Ketela pohon/singkong kukus,153.0,0.3,1.2,36.4,Carbs
Ketimun,12.0,0.1,0.7,2.7,ingrideint
Ketimun madura segar,9.0,0.1,0.5,1.9,ingrideint
Ketoprak,153.0,7.7,7.9,13.0,ingrideint
Ketumbar,404.0,16.1,14.1,54.2,Snack
Ketupat ketan,212.0,4.6,4.0,38.6,Carbs
Ketupat Tahu ,109.6,2.6,2.6,18.6,Lunch/Dinner
Kluwek,310.0,24.0,10.0,13.5,ingrideint
Kodok segar,73.0,0.3,16.4,0.0,ingrideint
Kokosan,86.0,0.2,1.6,13.0,ingrideint
Komak polong segar,99.0,0.1,3.3,21.2,ingrideint
Kool Kembang,25.0,0.2,2.4,4.9,Snack
Kool Merah kool putih,24.0,0.2,1.4,5.3,ingrideint
Kopi bagian yang larut,352.0,1.3,17.4,69.0,Drink
Kopi bubuk instant,129.0,0.5,12.3,35.0,Drink
Koro andong kering,356.0,4.1,20.5,61.6,Lunch/Dinner
Koro Benguk biji,332.0,3.0,24.0,55.0,Lunch/Dinner
Koro Benguk tempe,141.0,1.3,10.2,23.2,Lunch/Dinner
Koro Kerupuk biji,125.0,0.7,8.3,22.1,Lunch/Dinner
Koro Loke biji,33.0,0.2,2.7,7.9,Lunch/Dinner
Koro Roway biji,344.0,2.1,12.5,69.4,Lunch/Dinner
Koro Wedus biji,338.0,1.5,22.2,61.0,Lunch/Dinner
Koro Wedus buah muda,38.0,0.3,3.0,7.9,Lunch/Dinner
Koro wedus polong,46.0,0.3,3.0,7.9,Lunch/Dinner
Kotiu hinela tawang nggole,46.0,1.5,2.2,6.0,ingrideint
Koya,366.0,4.3,4.2,77.5,ingrideint
Koya mirasa,370.0,1.0,8.0,82.2,Lunch/Dinner
Kranji segar,315.0,1.4,2.1,73.5,ingrideint
Kripik Tempe Goreng ,542.0,42.4,40.3,11.5,Lunch/Dinner
Krokot,21.0,0.4,1.7,3.8,ingrideint
Kucai,45.0,0.3,2.2,10.3,ingrideint
Kucai Muda (Lokio),42.0,0.6,3.8,7.8,ingrideint
Kuda daging segar,113.0,4.1,18.1,0.9,Lunch/Dinner
Kue ali,440.0,18.5,3.8,64.5,Breakfast
Kue Apem ,186.7,1.6,1.6,39.6,Breakfast
Kue bangket,338.0,1.2,1.5,80.3,Breakfast
Kue Bugis ,240.0,4.0,1.0,54.0,Breakfast
Kue jahe,425.0,8.8,1.6,84.6,Breakfast
Kue kelapa,591.0,42.1,5.6,47.5,Drink
Kue Koya ,366.0,4.3,4.2,7.9,Breakfast
Kue lumpur,291.0,11.1,3.6,44.1,Breakfast
Kue mangkok ,182.0,1.0,1.0,40.4,Breakfast
Kue Pacar Cina ,126.7,0.7,0.7,57.3,Breakfast
Kue Pia ,296.0,1.4,1.4,66.4,Breakfast
Kue putu cangkir,304.0,7.0,5.3,54.9,Breakfast
Kue putu singkong,217.0,0.5,1.2,53.2,Carbs
Kue Satu ,393.3,2.7,2.7,79.3,Breakfast
Kue Semprong ,380.0,1.0,1.0,92.0,Breakfast
Kue sus,221.0,10.2,7.5,24.8,Breakfast
Kue Talam ,180.0,5.0,5.0,32.0,Breakfast
Kue Tambang ,512.0,26.0,26.0,60.4,Breakfast
Kue thipan,247.0,4.2,2.9,49.5,Breakfast
Kulit melinjo,111.0,1.1,4.5,20.7,ingrideint
Kundur segar,22.0,0.2,0.4,4.7,ingrideint
Kunyit,63.0,2.7,2.0,9.1,ingrideint
Kura-kura,83.0,0.2,19.1,0.0,ingrideint
Kwaci,515.0,42.1,30.6,13.8,ingrideint
Kwark (Quark),242.0,17.0,19.0,3.0,ingrideint
Labu Air,17.0,0.2,0.6,3.8,ingrideint
Labu kuning segar,51.0,0.5,1.7,10.0,ingrideint
Labu Siam,26.0,0.1,0.6,6.7,ingrideint
Labu waluh segar,32.0,0.1,1.1,6.6,ingrideint
Laksa ,166.3,3.9,2.7,29.5,ingrideint
Lamtoro (pete cina) biji muda,85.0,0.3,5.7,15.4,ingrideint
Lamtoro biji tua,148.0,0.5,10.6,26.2,ingrideint
Lamtoro tempe,142.0,2.5,11.0,20.4,Lunch/Dinner
Lamtoro var. gung tanpa kulit,367.0,5.4,46.4,32.5,ingrideint
Lamtoro var. lokal dengan kulit,336.0,1.2,23.8,59.7,ingrideint
Langsat,56.0,0.2,0.9,14.3,ingrideint
Lantar segar,34.0,0.3,2.2,5.5,ingrideint
Lanting getuk,422.0,10.8,0.9,80.4,Snack
Lapis legit,389.0,15.7,6.6,55.5,Snack
Lawar babi masakan,174.0,10.0,17.0,3.0,ingrideint
Lawar penyu masakan,141.0,1.5,23.0,7.6,ingrideint
Lawara jangang masakan,159.0,10.9,5.0,10.1,ingrideint
Lawara penjah masakan,207.0,15.4,7.4,9.6,ingrideint
Ledre pisang,405.0,5.1,4.8,84.9,Snack
Lema/ Rebung asam,15.0,0.4,1.0,1.9,ingrideint
Lemak Babi,902.0,100.0,0.0,0.0,ingrideint
Lemak Babi (Bacon),630.0,65.0,9.1,1.1,ingrideint
Lemak ikan,372.0,29.4,12.0,14.4,Lunch/Dinner
Lemak Kerbau,818.0,90.0,1.5,0.0,ingrideint
Lemon segar,34.0,0.8,0.5,6.2,ingrideint
Lemon Squasih,36.0,0.0,0.0,10.0,ingrideint
Lemonade,30.0,0.0,0.0,8.0,Drink
Lemper ,221.3,3.6,3.8,43.4,Snack
Lempog durian,320.0,5.7,3.5,63.7,ingrideint
Lepok/Ubi rumput,181.0,1.2,2.8,39.8,Carbs
Leunca buah,33.0,0.1,1.9,7.4,Snack
Leupeut Ketan ,240.0,0.5,7.8,51.3,Carbs
Leverwost (sosis hati),387.0,22.0,16.0,3.0,ingrideint
Lilin bungkus gedi,79.0,5.2,2.3,5.8,ingrideint
Lobak,19.0,0.1,0.9,4.2,ingrideint
Lokan segar,217.0,1.7,11.0,5.1,ingrideint
Lontar segar,27.0,0.2,0.4,6.0,ingrideint
Lopis ,163.3,2.2,2.8,33.0,Snack
Lumai/Leunca segar,38.0,0.3,1.1,7.6,ingrideint
Lupis ketan,164.0,2.1,1.8,34.5,Carbs
Madu,294.0,0.0,0.3,79.5,ingrideint
Maizena tepung,341.0,0.0,0.3,85.0,Carbs
Makaroni,363.0,0.4,8.7,78.7,Carbs
Mangga benggala segar,63.0,0.4,2.4,12.4,Snack
Mangga Gedong,44.0,0.2,0.7,11.2,Snack
Mangga Golek,63.0,0.2,0.5,16.7,Snack
Mangga Harum Manis,46.0,0.2,0.4,11.9,Snack
Mangga Indramayu,72.0,0.2,0.8,18.7,Snack
Mangga Kopek,56.0,0.2,0.4,14.6,Snack
Mangga kwini segar,86.0,0.5,0.7,19.8,Snack
